
CST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
1980-1-1,63,48,33,38,34,29,89,62,35,30.23,30.14,30.05,20,18,15,12,4,,0.00,1,,199
1980-1-2,68,54,39,55,46,35,96,78,59,30.05,29.97,29.87,20,11,4,17,5,23,0.08,7,Fog,167
1980-1-3,57,48,39,48,37,33,79,68,50,30.20,30.11,29.98,20,19,15,20,16,31,0.00,3,,335
1980-1-4,57,44,30,37,33,27,89,70,44,30.22,30.15,30.07,20,11,3,13,5,,0.00,0,Fog,168
1980-1-5,54,44,33,41,36,30,93,79,62,30.29,30.20,30.13,20,9,0,10,5,,0.00,2,Fog,20
1980-1-6,72,56,39,57,49,37,100,77,49,30.12,29.94,29.76,15,7,0,23,8,37,0.00,6,Fog,180
1980-1-7,59,49,39,54,25,17,87,48,33,30.11,30.02,29.84,20,18,10,20,12,28,0.00,7,,354
1980-1-8,51,45,39,41,30,21,77,58,43,30.15,30.09,30.04,20,12,7,12,8,,0.00,8,,19
1980-1-9,51,48,45,50,47,41,97,93,77,30.25,30.16,30.11,10,4,0,9,4,,0.00,8,Fog,113
1980-1-10,61,56,51,61,56,51,100,100,96,30.14,29.93,29.80,2,0,0,8,6,,0.07,7,Fog-Rain,158
1980-1-11,66,58,50,57,42,17,100,64,27,30.29,30.03,29.80,15,9,0,25,8,37,0.00,6,Fog,335
1980-1-12,59,50,42,27,21,16,47,34,27,30.35,30.25,30.12,20,18,15,20,13,25,0.00,3,,32
1980-1-13,71,54,37,40,36,28,80,53,31,30.10,29.95,29.84,20,20,20,16,6,,0.00,2,,189
1980-1-14,78,62,45,53,44,39,82,57,30,29.99,29.93,29.89,20,16,7,14,5,,0.00,3,,168
